feature,mutual_information,rf_importance,l1_abs_coef,mi_norm,rf_norm,l1_norm,consensus_score,selected_by_l1
sensor_17_mean_5,0.278381437434021,0.02437551513797707,1.1687864620136972,0.7614822656825301,0.27533548449008266,0.025424802510166825,0.3540808508942599,True
sensor_15_mean_5,0.2863347040901456,0.024247777115515984,0.0,0.783237565061349,0.27389260994556347,0.0,0.35237672500230416,False
sensor_21_ewm_10,0.28854715977378786,0.02344201036908478,0.0,0.7892894979137376,0.26479101039951,0.0,0.3513601694377492,False
sensor_2_mean_20,0.28401358923383224,0.0018122670208157211,11.529946947174686,0.7768884068129159,0.020470599918698,0.25081281620900725,0.34939060764687374,True
sensor_4_mean_10,0.2931895771905988,0.016004114208737586,2.4075832178425327,0.8019883278550661,0.18077568882357886,0.05237255035875064,0.3450455223457985,True
sensor_4_min_10,0.35446054235319824,0.005800420985993117,0.0,0.9695884157151975,0.06551909624821156,0.0,0.34503583732113635,False
sensor_4_min_5,0.34113129316917434,0.008626943050252214,0.0,0.9331276984990823,0.09744629112304666,0.0,0.3435246632073763,False
sensor_11_max_5,0.28777760905163596,0.02136312106581246,0.0,0.7871844752769436,0.24130875821826486,0.0,0.3428310778317361,False
sensor_21_min_10,0.3564974706921038,0.002347364040987662,1.0594436693898936,0.9751602125305308,0.026514828993007847,0.023046250910945996,0.3415737641448282,True
sensor_2_lag_3,0.17718287321513415,0.0007119956935322418,24.400359959130505,0.4846645558685231,0.008042401488702298,0.5307850093241455,0.3411639888937903,True
sensor_15_max_10,0.32889230580747575,0.003901769913600475,3.664428808023098,0.8996492743923924,0.04407273870722269,0.07971291744433419,0.3411449768479831,True
sensor_11_max_10,0.29071830241044183,0.01936107058062735,0.0,0.7952284234014366,0.21869444474871189,0.0,0.3379742893833828,False
sensor_11,0.2673568081023032,0.009786270404208024,7.783546985174582,0.7313255864182517,0.11054156139229766,0.1693167668846159,0.3370613048983884,True
sensor_3_min_10,0.331381548192099,0.0026656125949876893,3.3852577220204294,0.9064583272816503,0.030109629730873926,0.07364006328418439,0.3367360067655696,True
sensor_7_ewm_10,0.27739840514215164,0.0012604596694642128,10.479783809578004,0.7587932873377394,0.014237618028077504,0.22796844621959864,0.3336664505284719,True
sensor_4_min_20,0.3495406571053903,0.002856025773861989,0.24849728421416828,0.956130602579626,0.03226045626979577,0.00540560194765841,0.3312655535990267,True
sensor_20_mean_10,0.2814572456093254,0.0061169565294437,7.089646527422325,0.7698958057508788,0.0690945475451777,0.15422223706804897,0.3310708634547018,True
sensor_12_mean_20,0.2554226815519296,0.001978207895705632,12.418280243752621,0.6986810760360738,0.02234499768735634,0.27013687527603875,0.33038764966648965,True
sensor_21_mean_5,0.28394018486407324,0.018890279471712467,0.0,0.7766876171111661,0.21337658798412826,0.0,0.33002140169843147,False
sensor_3_max_20,0.3565876958285211,0.001292055084239012,0.0,0.9754070136173196,0.014594506437837957,0.0,0.33000050668505254,False
sensor_21_max_20,0.35405204624733544,0.0018138496435369806,0.0,0.9684710188690496,0.020488476553971405,0.0,0.329653165141007,False
sensor_12_mean_5,0.27021266135257105,0.006321975645186761,7.871033970546658,0.739137463616372,0.07141035655447722,0.17121988554451428,0.32725590190512116,True
sensor_20_mean_20,0.2681726148061936,0.0017965157306085021,10.186431870360826,0.7335571372822877,0.02029268002260556,0.22158711364690512,0.32514564365059945,True
